-4.2,0
-3.866593729,0.000677292
-3.770486588,0.000969824
-3.674379447,0.004041409
-3.575851393,0.021664766
-3.486068111,0.036488027
-3.394795037,0.059037404
-3.298687896,0.085365274
-3.202580755,0.114910995
-3.106473614,0.146504439
-3.010366473,0.178975479
-2.914259333,0.211592784
-2.818152192,0.246842877
-2.726413557,0.282721913
-2.639043429,0.316187561
-2.547304794,0.353031953
-2.45556616,0.387623849
-2.363827525,0.42382467
-2.267720385,0.458635965
-2.171613244,0.491399536
-2.075506103,0.524016842
-1.979398962,0.55546402
-1.883291821,0.585741071
-1.78718468,0.614847994
-1.691077539,0.642931055
-1.594970398,0.670136521
-1.498863257,0.695879327
-1.402756116,0.721622133
-1.306648975,0.74590228
-1.210541834,0.769597363
-1.114434694,0.792707383
-1.018327553,0.815232338
-0.922220412,0.837025964
-0.826113271,0.857941994
-0.73000613,0.87827296
-0.633898989,0.897580065
-0.537791848,0.916594638
-0.441684707,0.935024147
-0.345577566,0.951990996
-0.249470425,0.967348921
-0.153363284,0.981390451
-0.057256143,0.993676791
0,1
